recordDate,fiscalQuarter,productionDept,dayOfWeek,team,plannedEfficiency,standardMinuteValue,workInProgress,overtimeMinutes,performanceBonus,idleMinutes,idleWorkers,styleChangeCount,workerCount,efficiencyScore
03-09-2015,Q2,Stitching Unit,Monday,Line-Q1,0.75,18.79,1193,6240,45,0,0,No Style Change,52,0.750395513
02-12-2015,Q2,Stitching Unit,Thursday,Line-P2,0.8,15.26,894,4080,50,0,0,No Style Change,34,0.800401961
2/16/2015,Q3,Finishing & Quality,Monday,Line-F3,0.8,2.9,,960,0,0,0,No Style Change,8,0.773333333
01-01-2015,Q1,Stitching Unit,Thursday,Line-F1,0.65,23.69,861,7200,0,0,0,No Style Change,60,0.52118
01-08-2015,Q2, Finishing & Quality ,Thursday,Line-F1,0.8,3.94,,12600,0,0,0,No Style Change,20,0.919905405
1/19/2015,Q3,Stitching Unit,Monday,Line-C2,0.8,25.9,1380,3630,50,0,0,No Style Change,56.5,0.800162602
1/14/2015,Q2,Stitching Unit,Wednesday,Line-P1,0.35,14.61,838,7200,23,0,0,No Style Change,55,0.35003125
2/25/2015,Q4,Stitching Unit,Wednesday,Line-F2,0.8,30.1,15,1200,49,0,0,Minor Style Revision,59,0.598792339
03-11-2015,Q2,Finishing & Quality,Wednesday,Line-F1,0.75,3.94,,1920,0,0,0,No Style Change,8,0.813309028
01-11-2015,Q2, Finishing & Quality ,Sunday,Line-C1,0.8,2.9,,1440,0,0,0,No Style Change,8,0.590435606
01-07-2015,Q1,Stitching Unit,Wednesday,Line-F1,0.8,28.08,990,10350,50,0,0,No Style Change,57.5,0.800594466
03-10-2015,Q2,Finishing & Quality,Tuesday,Line-C2,0.65,3.9,,960,0,0,0,No Style Change,8,0.560625
03-03-2015,Q1,Stitching Unit,Tuesday,Line-C1,0.8,30.1,29,7080,50,0,0,No Style Change,59,0.800115819
02-04-2015,Q1,Stitching Unit,Wednesday,Line-P2,0.8,15.26,1094,4080,38,0,0,No Style Change,34,0.800401961
01-11-2015,Q2,Stitching Unit,Sunday,Line-F3,0.8,11.41,887,5490,50,0,0,No Style Change,30.5,0.800343766
1/18/2015,Q3, Finishing & Quality ,Sunday,Line-F3,0.8,2.9,,1800,0,0,0,No Style Change,10,0.804848485
1/28/2015,Q4,Stitching Unit,Wednesday,Line-C1,0.6,23.54,958,6600,0,0,0,No Style Change,55,0.285333333
03-02-2015,Q1,Finishing & Quality,Monday,Line-S1,0.65,3.94,,3360,0,0,0,No Style Change,8,0.537919444
03-03-2015,Q1,Stitching Unit,Tuesday,Line-F1,0.7,26.66,950,6960,50,0,0,No Style Change,58,0.750770115
2/28/2015,Q4,Finishing & Quality,Saturday,Line-S2,0.7,3.9,,960,0,0,0,No Style Change,8,0.5565625
02-12-2015,Q2,Stitching Unit,Thursday,Line-P1,0.5,11.41,1039,2280,0,0,0,Major Design Shift,55,0.50012336
2/26/2015,Q4,Stitching Unit,Thursday,Line-S3,0.75,29.4,1244,6840,45,0,0,Major Design Shift,57,0.750473684
1/29/2015,Q5,Stitching Unit,Thursday,Line-C1,0.65,23.54,830,6600,0,0,0,No Style Change,55,0.48792
1/22/2015,Q4, Finishing & Quality ,Thursday,Line-Q2,0.75,3.94,,8400,0,0,0,No Style Change,14,0.940701058
01-04-2015,Q1,Stitching Unit,Sunday,Line-Q1,0.8,26.16,1278,7080,60,0,0,No Style Change,59,0.850569492
1/27/2015,Q4,Stitching Unit,Tuesday,Line-P1,0.5,48.18,1282,6480,23,0,0,No Style Change,54,0.37046657
01-10-2015,Q2, Finishing & Quality ,Saturday,Line-S2,0.8,3.94,,1440,0,0,0,No Style Change,8,0.817102273
03-03-2015,Q1,Finishing & Quality,Tuesday,Line-Q2,0.7,2.9,,3360,0,0,0,No Style Change,8,0.463194444
01-11-2015,Q2, Finishing & Quality ,Sunday,Line-F1,0.8,3.94,,3600,0,0,0,No Style Change,20,0.925643939
01-01-2015,Q1, Finishing & Quality ,Thursday,Line-C1,0.8,2.9,,960,0,0,0,No Style Change,8,0.540729167
1/29/2015,Q5, Finishing & Quality ,Thursday,Line-S2,0.8,3.94,,1200,0,0,0,No Style Change,10,0.773333333
01-04-2015,Q1,Stitching Unit,Sunday,Line-F1,0.8,28.08,878,4260,50,0,0,No Style Change,55.5,0.800598058
01-11-2015,Q2,Stitching Unit,Sunday,Line-F1,0.8,50.48,562,10440,0,0,0,No Style Change,58,0.473134796
02-01-2015,Q1,Stitching Unit,Sunday,Line-S3,0.8,22.52,1124,6840,100,0,0,No Style Change,57,0.950185965
1/29/2015,Q5,Stitching Unit,Thursday,Line-F3,0.5,18.79,717,3960,23,0,0,No Style Change,33,0.500117677
03-07-2015,Q1,Finishing & Quality,Saturday,Line-S1,0.7,3.94,,960,0,0,0,No Style Change,8,0.664875
2/25/2015,Q4,Stitching Unit,Wednesday,Line-C2,0.7,29.4,847,6960,30,0,0,Minor Style Revision,58,0.700362069
2/18/2015,Q3,Stitching Unit,Wednesday,Line-F2,0.8,30.1,511,0,0,0,0,No Style Change,59,0.800980392
2/28/2015,Q4,Stitching Unit,Saturday,Line-F2,0.5,27.48,609,6840,30,0,0,Minor Style Revision,57,0.550403509
1/28/2015,Q4, Finishing & Quality ,Wednesday,Line-S1,0.75,3.94,,1200,0,0,0,No Style Change,10,0.9456
03-08-2015,Q2,Finishing & Quality,Sunday,Line-C2,0.6,3.9,,960,0,0,0,No Style Change,8,0.4509375
1/17/2015,Q3,Stitching Unit,Saturday,Line-F3,0.8,11.41,1067,5490,63,0,0,No Style Change,30.5,0.800343766
03-03-2015,Q1,Finishing & Quality,Tuesday,Line-S3,0.8,4.6,,6300,0,0,0,No Style Change,15,0.902962963
2/16/2015,Q3,Finishing & Quality,Monday,Line-F2,0.75,4.15,,1200,0,0,0,No Style Change,10,0.629416667
2/25/2015,Q4,Stitching Unit,Wednesday,Line-S2,0.7,30.33,361,3960,30,0,0,Minor Style Revision,58,0.700069811
1/13/2015,Q2, Finishing & Quality ,Tuesday,Line-F2,0.65,4.15,,1440,0,0,0,No Style Change,8,0.821354167
01-03-2015,Q1,Stitching Unit,Saturday,Line-C2,0.8,26.16,1261,7080,50,0,0,No Style Change,59,0.800318644
1/17/2015,Q3, Finishing & Quality ,Saturday,Line-Q1,0.8,3.94,,1800,0,0,0,No Style Change,10,0.82680303
03-09-2015,Q2,Stitching Unit,Monday,Line-F2,0.6,26.82,919,7080,23,0,0,Minor Style Revision,59,0.600040678
1/26/2015,Q4, Finishing & Quality ,Monday,Line-S3,0.75,3.94,,1800,0,0,0,No Style Change,10,1.059621212
03-10-2015,Q2,Finishing & Quality,Tuesday,Line-S2,0.7,3.9,,960,0,0,0,No Style Change,8,0.741
1/21/2015,Q3,Stitching Unit,Wednesday,Line-S1,0.65,22.94,1595,10260,34,0,0,No Style Change,57,0.700029771
1/13/2015,Q2,Stitching Unit,Tuesday,Line-S2,0.8,28.08,723,10530,50,0,0,No Style Change,58.5,0.8
01-03-2015,Q1,Stitching Unit,Saturday,Line-Q1,0.7,28.08,1072,6900,40,0,0,No Style Change,57.5,0.699965217
02-08-2015,Q2,Finishing & Quality,Sunday,Line-F3,0.75,2.9,,960,0,0,0,No Style Change,8,0.610208333
2/14/2015,Q2,Stitching Unit,Saturday,Line-S1,0.8,22.52,1416,6840,113,0,0,No Style Change,57,1.000230409
03-11-2015,Q2,Finishing & Quality,Wednesday,Line-S1,0.75,3.94,,1920,0,0,0,No Style Change,8,0.812625
1/22/2015,Q4,Stitching Unit,Thursday,Line-S2,0.7,22.94,1510,10620,60,0,0,No Style Change,57,0.800302791
1/27/2015,Q4, Finishing & Quality ,Tuesday,Line-S1,0.75,3.94,,1200,0,0,0,No Style Change,10,0.77815
2/22/2015,Q4,Stitching Unit,Sunday,Line-F2,0.8,30.1,450,5700,0,4.5,25,No Style Change,60,0.307501459
03-11-2015,Q2,Stitching Unit,Wednesday,Line-P2,0.8,15.26,470,4080,63,0,0,No Style Change,34,0.800401961
02-09-2015,Q2,Finishing & Quality,Monday,Line-Q1,0.8,3.94,,960,0,0,0,No Style Change,8,0.697708333
01-03-2015,Q1,Stitching Unit,Saturday,Line-Q2,0.75,19.31,610,6480,56,0,0,No Style Change,54,0.787299691
03-02-2015,Q1,Finishing & Quality,Monday,Line-S2,0.7,3.9,,1200,0,0,0,No Style Change,10,0.92885
03-03-2015,Q1,Stitching Unit,Tuesday,Line-F3,0.75,20.2,402,3120,45,0,0,No Style Change,33,0.750212553
01-12-2015,Q2, Finishing & Quality ,Monday,Line-F1,0.35,4.3,,3240,0,0,0,No Style Change,18,0.942213805
03-07-2015,Q1,Finishing & Quality,Saturday,Line-C2,0.8,4.6,,3600,0,0,0,No Style Change,15,0.590740741
03-08-2015,Q2,Finishing & Quality,Sunday,Line-F1,0.75,3.94,,960,0,0,0,No Style Change,8,0.890604167
2/26/2015,Q4,Stitching Unit,Thursday,Line-P1,0.8,11.61,816,2820,50,0,0,Major Design Shift,57,0.800516667
1/29/2015,Q5, Finishing & Quality ,Thursday,Line-F3,0.5,2.9,,1200,0,0,0,No Style Change,10,0.899
2/24/2015,Q4,Stitching Unit,Tuesday,Line-S2,0.7,30.33,408,1680,30,0,0,Minor Style Revision,59,0.700623
2/28/2015,Q4,Stitching Unit,Saturday,Line-F3,0.75,18.79,1012,3960,45,0,0,No Style Change,33,0.75065101
03-11-2015,Q2,Stitching Unit,Wednesday,Line-S3,0.8,30.1,735,6960,63,0,0,Minor Style Revision,58,0.800071839
03-05-2015,Q1,Finishing & Quality,Thursday,Line-Q1,0.75,2.9,,960,0,0,0,No Style Change,8,0.453125
2/16/2015,Q3,Stitching Unit,Monday,Line-Q2,0.6,18.22,1131,5280,0,0,0,Minor Style Revision,44,0.35542803
02-02-2015,Q1,Stitching Unit,Monday,Line-C2,0.65,24.26,1435,6600,0,0,0,No Style Change,55,0.260978788
01-10-2015,Q2,Stitching Unit,Saturday,Line-P2,0.8,11.61,893,4710,50,0,0,No Style Change,31.5,0.800346445
02-09-2015,Q2,Stitching Unit,Monday,Line-P2,0.8,15.26,970,4080,63,0,0,No Style Change,34,0.800401961
03-08-2015,Q2,Finishing & Quality,Sunday,Line-F3,0.6,2.9,,960,0,0,0,No Style Change,8,0.271875
01-10-2015,Q2,Stitching Unit,Saturday,Line-S1,0.8,26.16,1335,10620,63,0,0,No Style Change,59,0.800117103
2/17/2015,Q3,Stitching Unit,Tuesday,Line-S2,0.5,30.33,838,6720,0,0,0,Minor Style Revision,56,0.361071429
02-10-2015,Q2,Finishing & Quality,Tuesday,Line-C2,0.35,4.15,,960,0,0,0,No Style Change,8,0.703770833
03-01-2015,Q1,Finishing & Quality,Sunday,Line-Q1,0.75,2.9,,960,0,0,0,No Style Change,8,0.447083333
2/22/2015,Q4,Stitching Unit,Sunday,Line-Q1,0.7,18.79,1717,3240,30,0,0,Minor Style Revision,57,0.627011183
2/23/2015,Q4,Stitching Unit,Monday,Line-C2,0.7,29.4,1094,6840,40,0,0,Major Design Shift,57,0.700614035
2/24/2015,Q4,Finishing & Quality,Tuesday,Line-F3,0.75,2.9,,1800,0,0,0,No Style Change,15,0.726933333
03-11-2015,Q2,Finishing & Quality,Wednesday,Line-Q1,0.75,2.9,,1800,0,0,0,No Style Change,15,0.505888889
01-10-2015,Q2,Stitching Unit,Saturday,Line-Q1,0.8,26.16,1122,10620,75,0,0,No Style Change,59,0.851174114
2/28/2015,Q4,Stitching Unit,Saturday,Line-Q1,0.75,18.79,841,6240,45,0,0,Minor Style Revision,52,0.750395513
03-01-2015,Q1,Finishing & Quality,Sunday,Line-F1,0.6,3.94,,960,0,0,0,No Style Change,8,0.673083333
1/29/2015,Q5,Stitching Unit,Thursday,Line-Q1,0.7,29.12,1170,6960,53,0,0,No Style Change,58,0.850170115
01-07-2015,Q1, Finishing & Quality ,Wednesday,Line-S2,0.8,3.94,,1440,0,0,0,No Style Change,8,0.813371212
1/13/2015,Q2, Finishing & Quality ,Tuesday,Line-S2,0.8,3.94,,1440,0,0,0,No Style Change,8,0.805909091
2/28/2015,Q4,Stitching Unit,Saturday,Line-F1,0.5,26.66,556,6960,23,0,0,Major Design Shift,58,0.500258046
2/19/2015,Q3,Finishing & Quality,Thursday,Line-Q2,0.8,3.94,,2400,0,0,0,No Style Change,10,0.733277778
01-06-2015,Q1, Finishing & Quality ,Tuesday,Line-C1,0.8,2.9,,1440,0,0,0,No Style Change,8,0.61625
1/25/2015,Q4, Finishing & Quality ,Sunday,Line-F1,0.75,4.3,,2160,0,0,0,No Style Change,12,0.952020202
1/25/2015,Q4, Finishing & Quality ,Sunday,Line-S3,0.75,3.94,,1620,0,0,0,No Style Change,9,0.961784512
02-05-2015,Q1,Finishing & Quality,Thursday,Line-P2,0.8,4.08,,1080,0,0,0,No Style Change,9,0.906666667
02-03-2015,Q1,Stitching Unit,Tuesday,Line-S2,0.8,22.52,1452,6960,100,0,0,No Style Change,58,0.949981609
03-04-2015,Q1,Stitching Unit,Wednesday,Line-F1,0.7,26.82,1028,6960,60,0,0,No Style Change,58,0.799975862
2/24/2015,Q4,Stitching Unit,Tuesday,Line-Q2,0.7,21.25,1834,6360,0,0,0,Minor Style Revision,53,0.471108491
02-08-2015,Q2,Stitching Unit,Sunday,Line-C1,0.7,24.26,148,6960,0,0,0,No Style Change,58,0.355534483
01-07-2015,Q1,Stitching Unit,Wednesday,Line-C1,0.8,25.9,1066,10170,50,0,0,No Style Change,56.5,0.800128721
01-04-2015,Q1, Finishing & Quality ,Sunday,Line-Q2,0.7,3.94,,4320,0,0,0,No Style Change,18,0.759228395
01-10-2015,Q2, Finishing & Quality ,Saturday,Line-Q1,0.8,3.94,,1440,0,0,0,No Style Change,8,0.858143939
1/24/2015,Q4,Stitching Unit,Saturday,Line-Q2,0.75,22.52,1332,10080,69,0,0,No Style Change,56,0.80062987
03-11-2015,Q2,Stitching Unit,Wednesday,Line-S2,0.75,16.1,971,5400,45,0,0,Minor Style Revision,45,0.750140741
01-12-2015,Q2,Stitching Unit,Monday,Line-S2,0.8,28.08,737,10530,63,0,0,No Style Change,58.5,0.8
03-09-2015,Q2,Stitching Unit,Monday,Line-F1,0.75,26.82,1079,7020,65,0,0,No Style Change,58,0.850446154
02-08-2015,Q2,Stitching Unit,Sunday,Line-S1,0.8,22.52,1615,6780,88,0,0,No Style Change,56.5,0.900135693
03-07-2015,Q1,Stitching Unit,Saturday,Line-S3,0.8,29.4,983,6840,63,0,0,Minor Style Revision,57,0.800578947
1/13/2015,Q2, Finishing & Quality ,Tuesday,Line-C1,0.8,2.9,,1440,0,0,0,No Style Change,8,0.670075758
01-01-2015,Q1,Stitching Unit,Thursday,Line-S2,0.75,19.87,733,6000,34,0,0,No Style Change,55,0.753097531
01-10-2015,Q2,Stitching Unit,Saturday,Line-S2,0.8,28.08,749,10350,63,0,0,No Style Change,57.5,0.800594466
01-03-2015,Q1,Stitching Unit,Saturday,Line-F1,0.7,23.69,544,13800,0,0,0,No Style Change,60,0.700134038
1/26/2015,Q4,Stitching Unit,Monday,Line-P2,0.7,15.26,1337,6120,40,0,0,No Style Change,34,0.70043672
02-07-2015,Q1,Stitching Unit,Saturday,Line-F1,0.6,30.1,486,6780,30,0,0,Minor Style Revision,57,0.600224189
1/14/2015,Q2,Stitching Unit,Wednesday,Line-F1,0.6,22.4,816,5100,23,0,0,No Style Change,57,0.600369686
1/18/2015,Q3,Stitching Unit,Sunday,Line-C1,0.8,48.84,624,10170,50,0,0,No Style Change,56.5,0.800128721
2/23/2015,Q4,Stitching Unit,Monday,Line-S3,0.7,29.4,1228,6960,30,0,0,Major Design Shift,58,0.700362069
03-03-2015,Q1,Finishing & Quality,Tuesday,Line-F3,0.75,2.9,,3360,0,0,0,No Style Change,8,0.309333333
2/22/2015,Q4,Stitching Unit,Sunday,Line-C1,0.75,30.1,627,6960,0,3.5,20,Minor Style Revision,58,0.393548851
02-02-2015,Q1, Finishing & Quality ,Monday,Line-P2,0.75,4.08,,1080,0,0,0,No Style Change,9,0.740444444
02-05-2015,Q1,Finishing & Quality,Thursday,Line-F3,0.7,2.9,,960,0,0,0,No Style Change,8,0.9425
03-09-2015,Q2,Finishing & Quality,Monday,Line-S1,0.75,3.94,,0,960,0,0,No Style Change,8,0.794566667
03-03-2015,Q1,Stitching Unit,Tuesday,Line-P1,0.8,11.41,601,0,50,0,0,No Style Change,56,0.800701754
03-05-2015,Q1,Finishing & Quality,Thursday,Line-S3,0.8,4.6,,1800,0,0,0,No Style Change,15,0.810111111
1/15/2015,Q3, Finishing & Quality ,Thursday,Line-F2,0.65,4.15,,1440,0,0,0,No Style Change,8,0.860653409
02-04-2015,Q1,Stitching Unit,Wednesday,Line-F3,0.7,18.79,941,3360,30,0,0,No Style Change,33,0.700710417
1/17/2015,Q3,Stitching Unit,Saturday,Line-F2,0.7,41.19,1052,10440,21,0,0,No Style Change,58,0.452012539
03-01-2015,Q1,Stitching Unit,Sunday,Line-F3,0.75,18.79,1193,3960,45,0,0,No Style Change,33,0.75065101
1/24/2015,Q4,Stitching Unit,Saturday,Line-C2,0.35,15.09,1448,9360,23,0,0,No Style Change,52,0.34998951
01-10-2015,Q2, Finishing & Quality ,Saturday,Line-F1,0.8,3.94,,6000,0,0,0,No Style Change,20,0.911589744
2/26/2015,Q4,Stitching Unit,Thursday,Line-C1,0.8,30.1,694,4080,50,0,0,Minor Style Revision,59,0.800808642
1/27/2015,Q4,Stitching Unit,Tuesday,Line-C2,0.65,15.09,976,240,23,0,0,No Style Change,52,0.650307143
2/26/2015,Q4,Stitching Unit,Thursday,Line-C2,0.75,29.4,916,6960,56,0,0,Major Design Shift,58,0.750206897
03-01-2015,Q1,Stitching Unit,Sunday,Line-P2,0.8,15.26,1106,4080,63,0,0,No Style Change,34,0.800401961
2/15/2015,Q3,Finishing & Quality,Sunday,Line-C2,0.7,4.15,,960,0,0,0,No Style Change,8,0.605208333
02-07-2015,Q1,Stitching Unit,Saturday,Line-Q2,0.8,22.52,1142,6720,88,0,0,No Style Change,56,0.900129762
03-11-2015,Q2,Stitching Unit,Wednesday,Line-S1,0.75,26.82,1322,7080,45,0,0,No Style Change,59,0.750050847
03-11-2015,Q2,Finishing & Quality,Wednesday,Line-F3,0.7,2.9,,720,0,0,0,No Style Change,6,0.394722222
02-01-2015,Q1,Stitching Unit,Sunday,Line-Q2,0.8,22.52,1282,6720,75,0,0,No Style Change,56,0.850532143
02-07-2015,Q1,Stitching Unit,Saturday,Line-S1,0.8,22.52,1534,6780,88,0,0,No Style Change,57,0.900135693
2/25/2015,Q4,Stitching Unit,Wednesday,Line-Q2,0.7,21.82,1653,6240,0,0,0,Major Design Shift,52,0.700058333
2/25/2015,Q4,Stitching Unit,Wednesday,Line-P2,0.8,15.26,1053,4080,50,0,0,No Style Change,34,0.800401961
1/28/2015,Q4,Stitching Unit,Wednesday,Line-Q1,0.7,29.12,1340,6960,63,0,0,No Style Change,58,0.750593103
2/17/2015,Q3,Finishing & Quality,Tuesday,Line-Q1,0.8,3.94,,960,0,0,0,No Style Change,8,0.586041667
02-10-2015,Q2,Stitching Unit,Tuesday,Line-C2,0.5,30.1,1061,6960,30,0,0,Minor Style Revision,58,0.393548851
03-05-2015,Q1,Stitching Unit,Thursday,Line-P2,0.8,15.26,959,4080,50,0,0,No Style Change,34,0.800401961
01-08-2015,Q2,Stitching Unit,Thursday,Line-F2,0.7,42.41,724,10260,0,0,0,No Style Change,57,0.233705476
01-08-2015,Q2,Stitching Unit,Thursday,Line-P1,0.35,12.52,287,25920,38,0,0,No Style Change,54,0.349951389
03-10-2015,Q2,Finishing & Quality,Tuesday,Line-C1,0.5,3.9,,960,0,0,0,No Style Change,8,0.560625
2/26/2015,Q4,Finishing & Quality,Thursday,Line-C2,0.75,4.6,,3360,0,0,0,No Style Change,8,0.376597222
1/20/2015,Q3, Finishing & Quality ,Tuesday,Line-Q1,0.8,3.94,,1800,0,0,0,No Style Change,10,0.72830303
1/24/2015,Q4,Stitching Unit,Saturday,Line-S1,0.7,22.94,1472,10260,75,0,0,No Style Change,57,0.800643806
2/25/2015,Q4,Stitching Unit,Wednesday,Line-P1,0.75,11.61,635,3360,45,0,0,No Style Change,57,0.750503571
2/26/2015,Q4,Stitching Unit,Thursday,Line-S2,0.7,30.33,398,6960,0,0,0,Minor Style Revision,58,0.66237931
03-08-2015,Q2,Stitching Unit,Sunday,Line-S2,0.7,16.1,928,4800,30,0,0,Minor Style Revision,45,0.700106061
02-08-2015,Q2,Stitching Unit,Sunday,Line-S3,0.8,22.52,1283,6720,88,0,0,No Style Change,56,0.900129762
2/15/2015,Q3,Stitching Unit,Sunday,Line-P2,0.8,15.26,1120,1440,50,0,0,No Style Change,34,0.800806306
1/20/2015,Q3, Finishing & Quality ,Tuesday,Line-C2,0.8,2.9,,1440,0,0,0,No Style Change,8,0.639867424
1/27/2015,Q4,Stitching Unit,Tuesday,Line-F1,0.8,22.52,1106,6780,60,0,0,No Style Change,56.5,0.850312684
01-11-2015,Q2, Finishing & Quality ,Sunday,Line-C2,0.8,2.9,,1440,0,0,0,No Style Change,8,0.653598485
02-04-2015,Q1,Finishing & Quality,Wednesday,Line-C1,0.7,3.94,,960,0,0,0,No Style Change,8,0.779791667
01-08-2015,Q2, Finishing & Quality ,Thursday,Line-S3,0.75,4.15,,2160,0,0,0,No Style Change,12,0.712626263
2/14/2015,Q2,Finishing & Quality,Saturday,Line-F1,0.75,4.15,,2400,0,0,0,No Style Change,20,0.902916667
2/28/2015,Q4,Finishing & Quality,Saturday,Line-Q2,0.7,2.9,,3360,0,0,0,No Style Change,8,0.410833333
01-12-2015,Q2, Finishing & Quality ,Monday,Line-Q1,0.8,3.94,,1440,0,0,0,No Style Change,8,0.858143939
2/22/2015,Q4,Finishing & Quality,Sunday,Line-C1,0.7,5.13,,960,0,0,0,No Style Change,8,0.283958333
1/17/2015,Q3, Finishing & Quality ,Saturday,Line-S2,0.8,3.94,,1800,0,0,0,No Style Change,10,0.980909091
1/17/2015,Q3,Stitching Unit,Saturday,Line-Q2,0.65,22.52,1163,9720,35,0,0,No Style Change,54,0.650198653
03-05-2015,Q1,Stitching Unit,Thursday,Line-C1,0.8,30.1,834,1200,0,4,40,No Style Change,59,0.366053523
1/24/2015,Q4, Finishing & Quality ,Saturday,Line-C1,0.65,3.94,,2160,0,0,0,No Style Change,12,0.870580808
01-07-2015,Q1, Finishing & Quality ,Wednesday,Line-C2,0.8,2.9,,1440,0,0,0,No Style Change,8,0.681060606
01-12-2015,Q2, Finishing & Quality ,Monday,Line-F3,0.8,2.9,,1440,0,0,0,No Style Change,8,0.817424242
2/18/2015,Q3,Stitching Unit,Wednesday,Line-Q1,0.7,18.79,1587,4560,30,0,0,Minor Style Revision,51,0.70009573
1/14/2015,Q2, Finishing & Quality ,Wednesday,Line-C1,0.8,2.9,,1440,0,0,0,No Style Change,8,0.837594697
03-09-2015,Q2,Stitching Unit,Monday,Line-P1,0.8,11.41,357,3420,50,0,0,No Style Change,58,0.800034503
1/22/2015,Q4, Finishing & Quality ,Thursday,Line-S2,0.7,3.94,,15000,0,0,0,No Style Change,25,0.649662222
2/19/2015,Q3,Stitching Unit,Thursday,Line-P1,0.7,11.41,653,3480,30,0,0,Major Design Shift,58,0.700540441
1/13/2015,Q2, Finishing & Quality ,Tuesday,Line-S3,0.8,4.15,,1620,0,0,0,No Style Change,9,0.901262626
02-07-2015,Q1,Finishing & Quality,Saturday,Line-P2,0.8,4.08,,1080,0,0,0,No Style Change,9,0.899111111
01-01-2015,Q1, Finishing & Quality ,Thursday,Line-S1,0.75,3.94,,960,0,0,0,No Style Change,8,0.8865
01-07-2015,Q1, Finishing & Quality ,Wednesday,Line-Q2,0.75,3.94,,1440,0,0,0,No Style Change,8,0.805909091
02-10-2015,Q2,Finishing & Quality,Tuesday,Line-S1,0.8,3.94,,1440,0,0,0,No Style Change,12,0.853666667
2/26/2015,Q4,Stitching Unit,Thursday,Line-Q1,0.75,18.79,1020,5640,45,0,0,Minor Style Revision,52,0.750371895
03-05-2015,Q1,Stitching Unit,Thursday,Line-P1,0.8,11.41,455,3420,50,0,0,No Style Change,56,0.800701754
1/26/2015,Q4, Finishing & Quality ,Monday,Line-S2,0.75,3.94,,1800,0,0,0,No Style Change,10,0.910378788
02-08-2015,Q2,Finishing & Quality,Sunday,Line-C2,0.7,4.15,,1800,0,0,0,No Style Change,15,0.840888889
03-07-2015,Q1,Stitching Unit,Saturday,Line-F1,0.7,26.82,1195,6960,60,0,0,No Style Change,58,0.800746552
1/18/2015,Q3, Finishing & Quality ,Sunday,Line-Q2,0.7,3.94,,1440,0,0,0,No Style Change,8,0.235795455
02-07-2015,Q1,Stitching Unit,Saturday,Line-P1,0.75,10.05,677,3240,45,0,0,No Style Change,27,0.750027778
02-10-2015,Q2,Stitching Unit,Tuesday,Line-C1,0.5,30.1,1025,6960,23,0,0,Minor Style Revision,58,0.500801724
2/28/2015,Q4,Stitching Unit,Saturday,Line-C2,0.75,29.4,792,4560,56,0,0,Major Design Shift,58,0.750425926
02-05-2015,Q1,Stitching Unit,Thursday,Line-P2,0.8,15.26,1083,720,38,0,0,No Style Change,34,0.800612676
02-05-2015,Q1,Stitching Unit,Thursday,Line-F2,0.7,30.1,557,6960,0,0,0,No Style Change,58,0.562212644
03-10-2015,Q2,Stitching Unit,Tuesday,Line-F2,0.65,26.82,1001,7080,26,0,0,Minor Style Revision,59,0.650044068
03-07-2015,Q1,Finishing & Quality,Saturday,Line-S2,0.65,3.9,,1920,0,0,0,No Style Change,8,0.528125
2/16/2015,Q3,Finishing & Quality,Monday,Line-F1,0.75,4.15,,1800,0,0,0,No Style Change,15,0.722333333
02-07-2015,Q1,Stitching Unit,Saturday,Line-Q1,0.8,29.12,829,6960,50,0,0,No Style Change,58,0.799963218
03-02-2015,Q1,Stitching Unit,Monday,Line-S3,0.8,29.4,1231,4680,50,0,0,No Style Change,57,0.800149813
02-01-2015,Q1,Stitching Unit,Sunday,Line-P1,0.7,20.1,1192,6120,75,0,0,No Style Change,54,0.700508929
02-09-2015,Q2,Stitching Unit,Monday,Line-S3,0.8,22.52,1271,5400,50,0,0,No Style Change,57,0.800161172
02-02-2015,Q1,Stitching Unit,Monday,Line-C1,0.7,24.26,2698,6720,0,0,0,No Style Change,56,0.295307738
1/31/2015,Q5, Finishing & Quality ,Saturday,Line-S1,0.75,3.94,,1800,0,0,0,No Style Change,15,0.971866667
03-04-2015,Q1,Stitching Unit,Wednesday,Line-Q1,0.75,18.79,1206,6240,34,0,0,No Style Change,52,0.750395513
1/31/2015,Q5,Stitching Unit,Saturday,Line-C1,0.7,23.54,1109,6720,0,0,0,No Style Change,56,0.388830357
02-12-2015,Q2,Stitching Unit,Thursday,Line-S3,0.35,30.1,770,6960,0,0,0,Minor Style Revision,58,0.350301724
03-08-2015,Q2,Finishing & Quality,Sunday,Line-S3,0.8,4.6,,1440,0,0,0,No Style Change,12,0.951944444
1/28/2015,Q4, Finishing & Quality ,Wednesday,Line-Q2,0.8,3.94,,1200,0,0,0,No Style Change,10,0.840533333
01-06-2015,Q1,Stitching Unit,Tuesday,Line-P2,0.8,11.61,1101,5310,50,0,0,No Style Change,31.5,0.800140969
03-02-2015,Q1,Stitching Unit,Monday,Line-Q2,0.7,21.82,1511,3600,30,0,0,No Style Change,51,0.70013604
02-02-2015,Q1,Stitching Unit,Monday,Line-S2,0.8,22.52,21385,7020,88,0,0,No Style Change,58.5,0.900158405
02-12-2015,Q2,Finishing & Quality,Thursday,Line-F2,0.7,4.15,,240,0,0,0,No Style Change,2,0.58
2/19/2015,Q3,Stitching Unit,Thursday,Line-Q2,0.7,19.68,1410,5760,0,0,0,Minor Style Revision,48,0.249416667
